ID_EF,EmissionFactor,ID_LandCover,ID_Species,AgeRange,ID_AgeRange,HeightRange,ID_HeightRange,VolumeRange,ID_VolumeRange,BasalRange,ID_BasalArea,Value,Unit,ID_EF_IPCC,Reference,Lower_Confidence_Limit,Upper_Confidence_Limit,Type_of_Parameter,latitude,longitude,Country,Division,District,Upazila,Union,FAO_biome,WWF_Eco_zone,BFI_zone
133,Annual Average Volume Increment,6,7,10-20,2,10-20,2,200-300,3,20-40,2,18.62,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
134,Annual Average Volume Increment,6,7,1-10,1,10-20,2,0-100,1,0-20,1,19.9,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
135,Aboveground Biomass Carbon Stock,3,197,Unknown,0,10-20,2,Unknown,9,Unknown,4,3.02,tonnes C/ha (274),3,6,Unknown,Unknown,Measured (1),24.9,91.84167,Bangladesh,60,6091,,,11,17,5
136,Aboveground Biomass Stock,6,130,Unknown,0,10-20,2,0-100,1,0-20,1,124,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
137,Belowground Biomass Stock,6,130,Unknown,0,10-20,2,0-100,1,0-20,1,19,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
138,Aboveground Biomass Carbon Stock,6,130,Unknown,0,10-20,2,0-100,1,0-20,1,61,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
139,Belowground Biomass Carbon Stock,6,130,Unknown,0,10-20,2,0-100,1,0-20,1,8,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
140,Annual Average Volume Increment,6,7,10-20,2,10-20,2,100-200,2,20-40,2,12.84,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
141,Aboveground Biomass Stock,6,7,10-20,2,10-20,2,100-200,2,20-40,2,153.89,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
142,Annual Average Volume Increment,6,7,1-10,1,10-20,2,0-100,1,0-20,1,30.1,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
143,Annual Average Volume Increment,6,7,10-20,2,10-20,2,100-200,2,20-40,2,12.93,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
144,Annual Average Volume Increment,6,7,1-10,1,10-20,2,0-100,1,0-20,1,13.43,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
145,Belowground Biomass Stock,6,284,Unknown,0,10-20,2,0-100,1,0-20,1,22,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
146,Aboveground Biomass Carbon Stock,6,284,Unknown,0,10-20,2,0-100,1,0-20,1,55,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
147,Belowground Biomass Carbon Stock,6,284,Unknown,0,10-20,2,0-100,1,0-20,1,7,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
148,Aboveground Biomass Stock,6,1282,Unknown,0,10-20,2,0-100,1,0-20,1,102,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
149,Aboveground Biomass Stock,6,69,Unknown,0,10-20,2,0-100,1,0-20,1,171,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
150,Belowground Biomass Stock,6,1282,Unknown,0,10-20,2,0-100,1,0-20,1,55,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
151,Belowground Biomass Stock,6,69,Unknown,0,10-20,2,0-100,1,0-20,1,41,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
152,Aboveground Biomass Carbon Stock,6,1282,Unknown,0,10-20,2,0-100,1,0-20,1,89,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
153,Aboveground Biomass Carbon Stock,6,69,Unknown,0,10-20,2,0-100,1,0-20,1,73,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
154,Belowground Biomass Carbon Stock,6,1282,Unknown,0,10-20,2,0-100,1,0-20,1,8,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
155,Belowground Biomass Carbon Stock,6,69,Unknown,0,10-20,2,0-100,1,0-20,1,21,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
156,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,0-20,1,24.84,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
157,Aboveground Biomass Stock,6,161,Unknown,0,10-20,2,0-100,1,0-20,1,268,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
158,Belowground Biomass Stock,6,161,Unknown,0,10-20,2,0-100,1,0-20,1,52,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
159,Annual Average Volume Increment,6,7,1-10,1,10-20,2,0-100,1,0-20,1,14.26,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
160,Aboveground Biomass Stock,6,7,10-20,2,10-20,2,100-200,2,20-40,2,165.05,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
161,Aboveground Biomass Stock,6,7,1-10,1,10-20,2,0-100,1,0-20,1,110.54,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
162,Aboveground Biomass Stock,6,7,1-10,1,10-20,2,0-100,1,0-20,1,85.25,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
163,Aboveground Biomass Stock,6,102,Unknown,0,10-20,2,0-100,1,0-20,1,282,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
164,Belowground Biomass Stock,6,102,Unknown,0,10-20,2,0-100,1,0-20,1,42,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
165,Aboveground Biomass Carbon Stock,6,102,Unknown,0,10-20,2,0-100,1,0-20,1,102,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
166,Belowground Biomass Carbon Stock,6,102,Unknown,0,10-20,2,0-100,1,0-20,1,16,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
167,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,0-20,1,22.92,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
168,Annual Average Volume Increment,6,7,1-10,1,10-20,2,0-100,1,0-20,1,17.3,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
169,Aboveground Biomass Stock,6,7,1-10,1,10-20,2,0-100,1,0-20,1,77.36,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
170,Aboveground Biomass Stock,6,71,Unknown,0,10-20,2,0-100,1,0-20,1,285,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
171,Belowground Biomass Stock,6,71,Unknown,0,10-20,2,0-100,1,0-20,1,35,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
172,Aboveground Biomass Carbon Stock,6,71,Unknown,0,10-20,2,0-100,1,0-20,1,140,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
173,Belowground Biomass Carbon Stock,6,71,Unknown,0,10-20,2,0-100,1,0-20,1,19,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
174,Aboveground Biomass Stock,6,810,Unknown,0,10-20,2,0-100,1,0-20,1,254,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
175,Aboveground Biomass Carbon Stock,6,161,Unknown,0,10-20,2,0-100,1,0-20,1,158,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
176,Belowground Biomass Carbon Stock,6,161,Unknown,0,10-20,2,0-100,1,0-20,1,20,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
177,Annual Average Volume Increment,6,7,1-10,1,10-20,2,0-100,1,0-20,1,16.1,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
178,Aboveground Biomass Stock,6,7,1-10,1,10-20,2,0-100,1,0-20,1,108.2,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
179,Aboveground Biomass Stock,6,7,Unknown,0,10-20,2,0-100,1,0-20,1,201,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
180,Belowground Biomass Stock,6,7,Unknown,0,10-20,2,0-100,1,0-20,1,50,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
181,Aboveground Biomass Carbon Stock,6,7,Unknown,0,10-20,2,0-100,1,0-20,1,140,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
182,Belowground Biomass Carbon Stock,6,7,Unknown,0,10-20,2,0-100,1,0-20,1,20,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
183,Annual Average Volume Increment,6,7,1-10,1,10-20,2,0-100,1,0-20,1,10.51,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
184,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,20-40,2,14.72,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
185,Aboveground Biomass Stock,6,7,1-10,1,10-20,2,0-100,1,0-20,1,95.25,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
186,Aboveground Biomass Stock,6,7,1-10,1,10-20,2,100-200,2,20-40,2,143.38,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
187,Aboveground Biomass Stock,6,243,Unknown,0,10-20,2,0-100,1,0-20,1,157,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
188,Belowground Biomass Stock,6,243,Unknown,0,10-20,2,0-100,1,0-20,1,18,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
189,Aboveground Biomass Carbon Stock,6,243,Unknown,0,10-20,2,0-100,1,0-20,1,49,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
190,Belowground Biomass Carbon Stock,6,243,Unknown,0,10-20,2,0-100,1,0-20,1,5,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
191,Annual Average Volume Increment,6,140,10-20,2,10-20,2,Unknown,9,Unknown,4,6.44,m3/ha/year (359),2,9,Unknown,Unknown,Measured (1),22.53333,90.75,Bangladesh,10,1078,,,12,17,1
192,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,20-40,2,24.75,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
193,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,0-20,1,34.5,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
194,Annual Average Volume Increment,6,140,30-40,4,10-20,2,Unknown,9,Unknown,4,2.16,m3/ha/year (359),2,9,Unknown,Unknown,Measured (1),21.936983,90.649181,Bangladesh,10,1009,,,12,9,1
195,Annual Average Volume Increment,6,140,10-20,2,10-20,2,Unknown,9,Unknown,4,6.5,m3/ha/year (359),2,9,Unknown,Unknown,Measured (1),22.53333,90.75,Bangladesh,10,1078,,,12,17,1
196,Annual Average Volume Increment,6,7,1-10,1,10-20,2,200-300,3,20-40,2,24.36,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
197,Annual Average Volume Increment,6,140,30-40,4,10-20,2,Unknown,9,Unknown,4,1.55,m3/ha/year (359),2,9,Unknown,Unknown,Measured (1),21.936983,90.649181,Bangladesh,10,1009,,,12,9,1
198,Annual Average Volume Increment,6,140,20-30,3,10-20,2,Unknown,9,Unknown,4,5.73,m3/ha/year (359),2,9,Unknown,Unknown,Measured (1),21.90067,90.413839,Bangladesh,10,1078,,,12,9,1
199,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,0-20,1,62.73,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
200,Annual Average Volume Increment,6,140,10-20,2,10-20,2,Unknown,9,Unknown,4,6.02,m3/ha/year (359),2,9,Unknown,Unknown,Measured (1),22.53333,90.75,Bangladesh,10,1078,,,12,17,1
201,Aboveground Biomass Stock,6,950,Unknown,0,10-20,2,0-100,1,0-20,1,129,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
202,Belowground Biomass Stock,6,950,Unknown,0,10-20,2,0-100,1,0-20,1,39,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
203,Aboveground Biomass Carbon Stock,6,950,Unknown,0,10-20,2,0-100,1,0-20,1,79,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
204,Belowground Biomass Carbon Stock,6,950,Unknown,0,10-20,2,0-100,1,0-20,1,11,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
205,Annual Average Volume Increment,6,140,10-20,2,10-20,2,Unknown,9,Unknown,4,7.84,m3/ha/year (359),2,9,Unknown,Unknown,Measured (1),22.53333,90.75,Bangladesh,10,1078,,,12,17,1
206,Aboveground Biomass Stock,6,149,Unknown,0,10-20,2,0-100,1,0-20,1,191,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
207,Belowground Biomass Stock,6,149,Unknown,0,10-20,2,0-100,1,0-20,1,39,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
208,Aboveground Biomass Carbon Stock,6,149,Unknown,0,10-20,2,0-100,1,0-20,1,83,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
209,Belowground Biomass Carbon Stock,6,149,Unknown,0,10-20,2,0-100,1,0-20,1,5,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
210,Annual Average Volume Increment,6,7,1-10,1,10-20,2,200-300,3,20-40,2,23.77,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
211,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,20-40,2,20.06,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
212,Aboveground Biomass Stock,6,7,1-10,1,10-20,2,100-200,2,20-40,2,105,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
213,Annual Average Volume Increment,6,140,10-20,2,10-20,2,Unknown,9,Unknown,4,10.04,m3/ha/year (359),2,9,Unknown,Unknown,Measured (1),22.53333,90.75,Bangladesh,10,1078,,,12,17,1
214,Aboveground Biomass Stock,6,4,Unknown,0,10-20,2,0-100,1,0-20,1,102,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
215,Belowground Biomass Stock,6,4,Unknown,0,10-20,2,0-100,1,0-20,1,26,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
216,Aboveground Biomass Carbon Stock,6,4,Unknown,0,10-20,2,0-100,1,0-20,1,41,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
217,Belowground Biomass Carbon Stock,6,4,Unknown,0,10-20,2,0-100,1,0-20,1,7,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
218,Annual Average Volume Increment,6,7,10-20,2,10-20,2,200-300,3,20-40,2,23.08,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
219,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,20-40,2,14.94,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
220,Aboveground Biomass Stock,6,7,1-10,1,10-20,2,100-200,2,20-40,2,157.04,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
221,Annual Average Volume Increment,6,7,10-20,2,10-20,2,200-300,3,40-60,3,22.37,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
222,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,20-40,2,17.13,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
223,Aboveground Biomass Stock,6,7,1-10,1,10-20,2,100-200,2,20-40,2,128.28,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
224,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,0-20,1,35.6,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
225,Annual Average Volume Increment,6,7,10-20,2,10-20,2,100-200,2,20-40,2,14.99,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
226,Aboveground Biomass Stock,6,7,10-20,2,10-20,2,100-200,2,20-40,2,169.19,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
227,Aboveground Biomass Stock,6,35,Unknown,0,10-20,2,0-100,1,0-20,1,278,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
228,Belowground Biomass Stock,6,35,Unknown,0,10-20,2,0-100,1,0-20,1,52,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
229,Aboveground Biomass Carbon Stock,6,35,Unknown,0,10-20,2,0-100,1,0-20,1,150,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
230,Belowground Biomass Carbon Stock,6,35,Unknown,0,10-20,2,0-100,1,0-20,1,28,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
231,Aboveground Biomass Stock,6,483,Unknown,0,10-20,2,100-200,2,0-20,1,283,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
232,Belowground Biomass Stock,6,483,Unknown,0,10-20,2,100-200,2,0-20,1,32,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
233,Aboveground Biomass Carbon Stock,6,483,Unknown,0,10-20,2,100-200,2,0-20,1,160,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
234,Belowground Biomass Carbon Stock,6,483,Unknown,0,10-20,2,100-200,2,0-20,1,24,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
235,Aboveground Biomass Stock,6,3,Unknown,0,10-20,2,0-100,1,0-20,1,98,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
236,Belowground Biomass Stock,6,3,Unknown,0,10-20,2,0-100,1,0-20,1,48,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
237,Aboveground Biomass Carbon Stock,6,3,Unknown,0,10-20,2,0-100,1,0-20,1,56,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
238,Belowground Biomass Carbon Stock,6,3,Unknown,0,10-20,2,0-100,1,0-20,1,9,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
239,Annual Average Volume Increment,6,7,1-10,1,10-20,2,200-300,3,0-20,1,35.17,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
240,Annual Average Volume Increment,6,7,10-20,2,10-20,2,100-200,2,0-20,1,14.91,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
241,Aboveground Biomass Stock,6,7,10-20,2,10-20,2,100-200,2,0-20,1,180.02,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
242,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,20-40,2,17.64,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
243,Aboveground Biomass Stock,6,7,1-10,1,10-20,2,100-200,2,20-40,2,145.76,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
244,Annual Average Volume Increment,6,7,1-10,1,10-20,2,100-200,2,20-40,2,21.38,m3/ha/year (359),2,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
245,Aboveground Biomass Stock,6,7,1-10,1,10-20,2,100-200,2,20-40,2,128.72,tonnes C/ha (274),3,8,Unknown,Unknown,Measured (1),0,0,Bangladesh,61,0,,,99,24,6
246,Aboveground Biomass Stock,6,153,Unknown,0,10-20,2,0-100,1,0-20,1,189,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
247,Belowground Biomass Stock,6,153,Unknown,0,10-20,2,0-100,1,0-20,1,58,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
248,Aboveground Biomass Carbon Stock,6,153,Unknown,0,10-20,2,0-100,1,0-20,1,98,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
249,Belowground Biomass Carbon Stock,6,153,Unknown,0,10-20,2,0-100,1,0-20,1,24,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
250,Annual Average Volume Increment,6,7,1-10,1,10-20,2,200-300,3,0-20,1,59.85,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
251,Aboveground Biomass Stock,6,52,Unknown,0,10-20,2,0-100,1,0-20,1,99,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
252,Aboveground Biomass Stock,6,826,Unknown,0,10-20,2,0-100,1,0-20,1,121,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
253,Belowground Biomass Stock,6,52,Unknown,0,10-20,2,0-100,1,0-20,1,24,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
254,Belowground Biomass Stock,6,826,Unknown,0,10-20,2,0-100,1,0-20,1,23,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
255,Aboveground Biomass Carbon Stock,6,52,Unknown,0,10-20,2,0-100,1,0-20,1,62,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
256,Aboveground Biomass Carbon Stock,6,826,Unknown,0,10-20,2,0-100,1,0-20,1,71,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
257,Belowground Biomass Carbon Stock,6,52,Unknown,0,10-20,2,0-100,1,0-20,1,14,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
258,Belowground Biomass Carbon Stock,6,826,Unknown,0,10-20,2,0-100,1,0-20,1,2,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
259,Annual Average Volume Increment,6,7,1-10,1,10-20,2,200-300,3,20-40,2,34.01,m3/ha/year (359),2,10,Unknown,Unknown,Modeled (2),24.272724,89.9211,Bangladesh,30,3093,,,12,17,5
260,Aboveground Biomass Stock,6,54,Unknown,0,10-20,2,0-100,1,0-20,1,189,tonnes C/ha (274),3,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
261,Belowground Biomass Stock,6,54,Unknown,0,10-20,2,0-100,1,0-20,1,40,tonnes C/ha (274),2,1,Unknown,Unknown,Measured (1),22.47083,91.785415,Bangladesh,20,2015,,,11,22,2
