ID_AE,ID_RD,Population,Tree_type,Vegetation_type,location_group,X,Unit_X,Z,Unit_Z,W,Unit_W,U,Unit_U,V,Unit_V,Mean_X,Min_X,Max_X,Mean_Z,Min_Z,Max_Z,Mean_W,Min_W,Max_W,Output,Output_TR,Unit_Y,Min_age,Max_age,Av_age,B,Bd,Bg,Bt,L,Rb,Rf,Rm,S,T,F,Species,Equation,Equation_VarNames,Sample_size,Top_dob,Top_girth_over_bark,Stump_height,Reference,R2,R2_Adjusted,Corrected_for_bias,MSE,RMSE,SE_(Y),SEE,AIC,FI,Bias_correction,Ratio_equation,Segmented_equation,Contributor,Remark,Verified
225,NA,Mixed,Shrubs,Mixed,19,Biomass,g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carbon in oven-dried biomass,NA,g,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,1,NA,1,Y = -0.379625 + 0.500132 * X,Carbon in oven-dried biomass = -0.379625 + 0.500132 * Biomass,,NA,NA,NA,122,0.89708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Mixed shrubs species in Chittagong hill forest,verified
226,NA,Individual,Tree,Plantation,19,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,7,Y = -1.4659 + 2.3256 * Log (X),Log Green Biomass = -1.4659 + 2.3256 * Log (DBH),132,NA,NA,0.1,123,0.9795,NA,NA,0.0193,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,verified
227,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,79,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,7,Y = -4.1281 + 2.3256 * Log (X),Log Green Biomass = -4.1281 + 2.3256 * Log (C),132,NA,NA,0.1,123,0.9795,NA,NA,0.0193,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,verified
228,NA,Individual,Tree,Plantation,19,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,5,25,NA,5,19,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,7,Y = -1.7073 + 2.1922 * Log (X) + 0.2331 * Log (Z),Log Green Biomass = -1.7073 + 2.1922 * Log (DBH) + 0.2331 * Log (H),132,NA,NA,0.1,123,0.9772,NA,NA,0.0185,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,verified
229,NA,Individual,Tree,Plantation,19,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,16,79,NA,5,19,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,1,NA,7,Y = -4.2168 + 2.1922 * Log (X) + 0.2331 * Log (Z),Log Green Biomass = -4.2168 + 2.1922 * Log (C) + 0.2331 * Log (H),132,NA,NA,0.1,123,0.9772,NA,NA,0.0185,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,verified
230,NA,Individual,Tree,Plantation,19,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -2.2782 + 2.5213 * Log (X),Log Green Biomass = -2.2782 + 2.5213 * Log (DBH),132,2,NA,0.1,123,0.9553,NA,NA,0.0431,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,verified
231,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,79,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -5.1644 + 2.5213 * Log (X),Log Green Biomass = -5.1644 + 2.5213 * Log (C),132,2,NA,0.1,123,0.9553,NA,NA,0.0431,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,verified
232,NA,Individual,Tree,Plantation,19,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,5,25,NA,5,19,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -2.7344 + 2.2692 * Log (X) + 0.4406 * Log (Z),Log Green Biomass = -2.7344 + 2.2692 * Log (DBH) + 0.4406 * Log (H),132,2,NA,0.1,123,0.9584,NA,NA,0.0397,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,verified
233,NA,Individual,Tree,Plantation,19,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,16,79,NA,5,19,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -5.3320 + 2.2692 * Log (X) + 0.4406 * Log (Z),Log Green Biomass = -5.3320 + 2.2692 * Log (C) + 0.4406 * Log (H),132,2,NA,0.1,123,0.9584,NA,NA,0.0397,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,verified
234,NA,Individual,Tree,Plantation,19,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,Y = -1.0896 + 1.2570 * Log (X),Log Green Biomass = -1.0896 + 1.2570 * Log (DBH),132,NA,NA,0.1,123,0.409,NA,NA,0.3084,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
235,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,79,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,Y = -2.5286 + 1.2570 * Log (X),Log Green Biomass = -2.5286 + 1.2570 * Log (C),132,NA,NA,0.1,123,0.409,NA,NA,0.3084,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
236,NA,Individual,Tree,Plantation,19,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,5,25,NA,5,19,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,Y = -1.8261 + 0.8027 * Log (X) + 0.7493 * Log (Z),Log Green Biomass = -1.8261 + 0.8027 * Log (DBH) + 0.7493 * Log (H),132,NA,NA,0.1,123,0.4114,NA,NA,0.303,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
237,NA,Individual,Tree,Plantation,19,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,16,79,NA,5,19,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,Y = -2.7450 + 0.8027 * Log (X) + 0.7493 * Log (Z),Log Green Biomass = -2.7450 + 0.8027 * Log (C) + 0.7493 * Log (H),132,NA,NA,0.1,123,0.4114,NA,NA,0.303,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
238,NA,Individual,Tree,Plantation,19,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,7,Y = -2.5539 + 2.0876 * Log (X),Log Green Biomass = -2.5539 + 2.0876 * Log (DBH),132,NA,NA,0.1,123,0.8054,NA,NA,0.1524,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,
239,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,79,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,7,Y = -4.9436 + 2.0876 * Log (X),Log Green Biomass = -4.9436 + 2.0876 * Log (C),132,NA,NA,0.1,123,0.8054,NA,NA,0.1524,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,
240,NA,Individual,Tree,Plantation,19,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,5,25,NA,5,19,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,7,Y = -1.3964 + 2.7273 * Log (X) - 1.1179 * Log (Z),Log Green Biomass = -1.3964 + 2.7273 * Log (DBH) - 1.1179 * Log (H),132,NA,NA,0.1,123,0.8356,NA,NA,0.1298,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,
241,NA,Individual,Tree,Plantation,19,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,16,79,NA,5,19,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,7,Y = -4.5184 + 2.7273 * Log (X) - 1.1179 * Log (Z),Log Green Biomass = -4.5184 + 2.7273 * Log (C) - 1.1179 * Log (H),132,NA,NA,0.1,123,0.8356,NA,NA,0.1298,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor green biomass to oven dry biomass,
242,NA,Individual,Tree,Plantation,19,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -1.8493 + 2.3906 * Log (X),Log Green Biomass = -1.8493 + 2.3906 * Log (DBH),132,NA,NA,0.1,123,0.9751,NA,NA,0.0211,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
243,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,79,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -4.5859 + 2.3906 * Log (X),Log Green Biomass = -4.5859 + 2.3906 * Log (C),132,NA,NA,0.1,123,0.9751,NA,NA,0.0211,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
244,NA,Individual,Tree,Plantation,19,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,5,25,NA,5,19,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -2.4276 + 2.0709 * Log (X) + 0.5586 * Log (Z),Log Green Biomass = -2.4276 + 2.0709 * Log (DBH) + 0.5586 * Log (H),132,NA,NA,0.1,123,0.9818,NA,NA,0.0153,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
245,NA,Individual,Tree,Plantation,19,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,16,79,NA,5,19,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,Y = -4.7982 + 2.0709 * Log (X) + 0.5586 * Log (Z),Log Green Biomass = -4.7982 + 2.0709 * Log (C) + 0.5586 * Log (H),132,NA,NA,0.1,123,0.9818,NA,NA,0.0153,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
246,NA,Individual,Tree,Plantation,19,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,7,Y = -1.8911 + 1.9442 * Log (X),Log Green Biomass = -1.8911 + 1.9442 * Log (DBH),132,NA,NA,0.1,123,0.8266,NA,NA,0.1142,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
247,NA,Individual,Tree,Plantation,19,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,79,NA,NA,NA,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,7,Y = -4.1167 + 1.9442 * Log (X),Log Green Biomass = -4.1167 + 1.9442 * Log (C),132,NA,NA,0.1,123,0.8266,NA,NA,0.1142,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
248,NA,Individual,Tree,Plantation,19,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,5,25,NA,5,19,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,7,Y = -1.5667 + 2.1235 * Log (X) - 0.313 * Log (Z),Log Green Biomass = -1.5667 + 2.1235 * Log (DBH) - 0.313 * Log (H),132,NA,NA,0.1,123,0.8268,NA,NA,0.1138,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
249,NA,Individual,Tree,Plantation,19,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,16,79,NA,5,19,NA,NA,NA,Green Biomass,Log,kg,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,7,Y = -3.9975 + 2.1235 * Log (X) - 0.313 * Log (Z),Log Green Biomass = -3.9975 + 2.1235 * Log (C) - 0.313 * Log (H),132,NA,NA,0.1,123,0.8268,NA,NA,0.1138,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
250,NA,Individual,Tree,Natural,19,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,101.2,NA,NA,NA,NA,NA,NA,Oven-dried biomass,Log,kg,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,33,Y = -4.44814 + 2.0483 * Log (X),Log Oven-dried biomass = -4.44814 + 2.0483 * Log (DBH),200,NA,NA,NA,124,NA,0.9592,NA,NA,0.192,NA,NA,-58.298,NA,1.019,NA,NA,1,NA,verified
251,NA,Individual,Tree,Plantation,19,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,7.52,65.16,NA,3.27,19.01,NA,NA,NA,Oven-dried biomass,Log,kg,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,54,Y = -1.34008 + 0.83123 * Log (X) + 0.47969 * Log (Z),Log Oven-dried biomass = -1.34008 + 0.83123 * Log (DBH) + 0.47969 * Log (H),312,NA,NA,NA,125,0.9638,0.9634,NA,NA,0.1147,NA,NA,-309.79,0.47,1.0066,NA,NA,1,NA,verified
252,NA,Individual,Tree,Plantation,19,DBH,m,H,m,wd,kg/m3,NA,NA,NA,NA,0.52,NA,NA,9.71,NA,NA,403.69,NA,NA,Oven-dried biomass,Log,kg,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,33,Y = -0.53361 + 0.988759 * Log (X^(2) * Z * W),Log Oven-dried biomass = -0.53361 + 0.988759 * Log (DBH^(2) * H * wd),101,NA,NA,NA,126,0.99,NA,NA,NA,NA,NA,NA,-427.62,NA,NA,NA,NA,1,DBH < 10 cm was ignored,verified
253,NA,Individual,Tree,Plantation,19,DBH,m,H,m,wd,kg/m3,NA,NA,NA,NA,0.36,NA,NA,11.2,NA,NA,517.81,NA,NA,Oven-dried biomass,Log,kg,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,16,Y = 0.07908 + 0.89315 * Log (X^(2) * Z * W),Log Oven-dried biomass = 0.07908 + 0.89315 * Log (DBH^(2) * H * wd),101,NA,NA,NA,126,0.94,NA,NA,NA,NA,NA,NA,-76.89,NA,NA,NA,NA,1,DBH < 10 cm was ignored,verified
254,NA,Individual,Tree,Plantation,19,DBH,m,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,10.26,NA,NA,607.55,NA,NA,Oven-dried biomass,NA,kg,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,Y = (10654.906 * X^(2))^(1.6606),Oven-dried biomass = (10654.906 * DBH^(2))^(1.6606),101,NA,NA,NA,126,0.72,NA,NA,NA,NA,NA,NA,20.23,NA,NA,NA,NA,1,DBH < 10 cm was ignored,
255,NA,Individual,Tree,Natural,4,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,>40,NA,NA,NA,NA,NA,NA,Volume,NA,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14,Y = 0.00010347 * X^(2.501816),Volume = 0.00010347 * DBH^(2.501816),90,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Equation for sal coppice,
256,NA,Individual,Tree,Natural,5,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,>40,NA,NA,NA,NA,NA,NA,Volume,NA,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14,Y = 0.00017448 * X^(2.403486),Volume = 0.00017448 * DBH^(2.403486),60,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Equation for sal coppice,
257,NA,Individual,Tree,Plantation,13,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>240,NA,NA,NA,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,54,Y = -10.996396 + 2.247808 * Log (X),Log Volume = -10.996396 + 2.247808 * Log (C),511,NA,NA,NA,128,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
258,NA,Individual,Tree,Plantation,13,C,cm,H,m,NA,NA,NA,NA,NA,NA,NA,20,>240,5,35,,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,54,Y = -10.831293 + 1.699319 * Log (X) + 0.813706 * Log (Z),Log Volume = -10.831293 + 1.699319 * Log (C) + 0.813706 * Log (H),511,NA,NA,NA,128,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
259,NA,Individual,Tree,Plantation,13,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>240,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,Y = X/(3.620321 + 1.050948 * X - 0.000049 * X^(2)),Conversion = C/(3.620321 + 1.050948 * C - 0.000049 * C^(2)),511,NA,NA,NA,128,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor for volume overbark to underbark volume,
260,NA,Individual,Tree,Plantation,13,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>240,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,54,Y = 0.425764 + 0.0069 * X - 0.000021 * X^(2),Conversion = 0.425764 + 0.0069 * C - 0.000021 * C^(2),511,NA,30,NA,128,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
261,NA,Individual,Tree,Plantation,13,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>240,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,54,Y = 0.343096 + 0.007632 * X - 0.000022 * X^(2),Conversion = 0.343096 + 0.007632 * C - 0.000022 * C^(2),498,NA,35,NA,128,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
262,NA,Individual,Tree,Plantation,13,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>240,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,54,Y = 0.217338 + 0.009023 * X - 0.000026 * X^(2),Conversion = 0.217338 + 0.009023 * C - 0.000026 * C^(2),489,NA,40,NA,128,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
263,NA,Individual,Tree,Plantation,13,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>240,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,54,Y = 0.092893 + 0.010254 * X - 0.000029 * X^(2),Conversion = 0.092893 + 0.010254 * C - 0.000029 * C^(2),474,NA,45,NA,128,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
264,NA,Individual,Tree,Plantation,13,C,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,>240,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,54,Y = -0.04419 + 0.004127 * X - 0.0000079 * X^(2),Conversion = -0.04419 + 0.004127 * C - 0.0000079 * C^(2),356,NA,NA,NA,128,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Coversion factor for the volume of branches,
265,NA,Individual,Tree,Plantation,11,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,3,19,4.5,18,NA,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,Y = -9.4209 + 1.7480 * Log (X) + 0.9310 * Log (Z),Log Volume = -9.4209 + 1.7480 * Log (DBH) + 0.9310 * Log (H),954,NA,NA,NA,129,0.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Combined equation for Eucalyptus brassiana, E. tereticornis and E. camaldulensis",verified
266,NA,Individual,Tree,Plantation,11,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,3,13,6,15,NA,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,56,Y = -9.5783 + 1.6783 * Log (X) + 1.0483 * Log (Z),Log Volume = -9.5783 + 1.6783 * Log (DBH) + 1.0483 * Log (H),164,NA,NA,NA,129,0.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
267,NA,Individual,Tree,Plantation,11,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,3,13,4.5,18,NA,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,208,Y = -9.4264 + 1.6850 * Log (X) + 0.9840 * Log (Z),Log Volume = -9.4264 + 1.6850 * Log (DBH) + 0.9840 * Log (H),279,NA,NA,NA,129,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
268,NA,Individual,Tree,Plantation,11,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,3,18,4.5,18,NA,NA,NA,NA,Volume,Log,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,63,Y = -9.3520 + 1.8055 * Log (X) + 0.8590 * Log (Z),Log Volume = -9.3520 + 1.8055 * Log (DBH) + 0.8590 * Log (H),511,NA,NA,NA,129,0.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,verified
269,NA,Individual,Tree,Plantation,11,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Y = 0.6416 + 0.019286 * X - 0.0006263 * X^(2),Conversion = 0.6416 + 0.019286 * DBH - 0.0006263 * DBH^(2),30,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Conversion factor from volume overbark to underbark volume,
270,NA,Individual,Tree,Plantation,11,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,Y = 0.9723 (1- exp(-0.6557 * X))^(24.203),Conversion = 0.9723 (1- exp(-0.6557 * DBH))^(24.203),30,5,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
271,NA,Individual,Tree,Plantation,11,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,Y = 0.9151 (1- exp(-0.4043 * X))^(72.101),Conversion = 0.9151 (1- exp(-0.4043 * DBH))^(72.101),30,10,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
272,NA,Individual,Tree,Plantation,11,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,Y = -1.6656 + 0.1618 * X - 0.002452 * X^(2),Conversion = -1.6656 + 0.1618 * DBH - 0.002452 * DBH^(2),30,15,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
273,NA,Individual,Tree,Plantation,8,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,56,NA,NA,NA,NA,NA,NA,Volume,NA,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,Y = 0.00217385 - 0.00111102 * X + 0.00506138 * X^(2),Volume = 0.00217385 - 0.00111102 * DBH + 0.00506138 * DBH^(2),314,NA,NA,NA,130,0.233,NA,NA,NA,0.009,NA,NA,NA,1.61,NA,NA,NA,1,"This equation was corrected by Latif, M.A., Khan, A.F.M.K., Hossain, M.M. 1998. Stump diameter -DBH - volume relationships for Teli Garjan (Dipterocarpus turbinatus), Dhakijam (Sygyzium grande) and Teak (Tectona grandis) in Bangladesh. Bangladesh Journal",
274,NA,Individual,Tree,Plantation,8,DBH,cm,H,m,NA,NA,NA,NA,NA,NA,NA,5,56,3,30,NA,NA,NA,NA,Volume,NA,m3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,Y = 0.000029437 + 0.0002489 * X * Z + 0.00019297 * X^(2) + 0.0000243726 * X^(2) * Z,Volume = 0.000029437 + 0.0002489 * DBH * H + 0.00019297 * DBH^(2) + 0.0000243726 * DBH^(2) * H,314,NA,NA,NA,130,0.588,NA,NA,NA,0.005,NA,NA,NA,1.18,NA,NA,NA,1,"This equation was corrected by Latif, M.A., Khan, A.F.M.K., Hossain, M.M. 1998. Stump diameter -DBH - volume relationships for Teli Garjan (Dipterocarpus turbinatus), Dhakijam (Sygyzium grande) and Teak (Tectona grandis) in Bangladesh. Bangladesh Journal",
275,NA,Individual,Tree,Plantation,8,DBH,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,56,NA,NA,NA,NA,NA,NA,Conversion,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,Y = X/(-0.235311 + 0.5046248 * X - 0.0185714 * X^(2)),Conversion = DBH/(-0.235311 + 0.5046248 * DBH - 0.0185714 * DBH^(2)),,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"This equation was corrected by Latif, M.A., Khan, A.F.M.K., Hossain, M.M. 1998. Stump diameter -DBH - volume relationships for Teli Garjan (Dipterocarpus turbinatus), Dhakijam (Sygyzium grande) and Teak (Tectona grandis) in Bangladesh. Bangladesh Journal",
